id,input_lang,prompt,target,rag_prompt_2,rag_prompt_5,rag_prompt_10
358_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on the relationship between two entities.

<context>
走廊位于办公室北侧。厨房在走廊的北边。
</context>

QUESTION: 南边的走廊是什么？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",厨房,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on the relationship between two entities.

<context>
走廊位于办公室北侧。 厨房在走廊的北边.
</context>

QUESTION: 南边的走廊是什么？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on the relationship between two entities.

<context>
走廊位于办公室北侧。 厨房在走廊的北边.
</context>

QUESTION: 南边的走廊是什么？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on the relationship between two entities.

<context>
走廊位于办公室北侧。 厨房在走廊的北边.
</context>

QUESTION: 南边的走廊是什么？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
458_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
梨花朝走廊走去。国威游园。志浩拿着苹果去了那里。国伟走到厨房。志浩留下了苹果。卫国抢走了那里的足球。卫国放下了足球。志浩搬到了卧室。志浩走到了走廊上。国威行至花园。志浩去了厨房。卫国抢走了那里的足球。卫国把足球扔掉了。国伟搬到了卫生间。丽华回到办公室。卫国在那里捡起了足球。志浩走到走廊上。卫国把足球掉了。卫国在那里拿到了足球。梨花搬到了花园里。卫国把足球传给了丽华。志浩去了办公室。国威去了花园。丽华把足球送给了国伟。
</context>

QUESTION: 谁把足球给了国威？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",丽华,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
卫国在那里拿到了足球。 卫国抢走了那里的足球.
</context>

QUESTION: 谁把足球给了国威？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
卫国在那里拿到了足球。 卫国抢走了那里的足球。 卫国抢走了那里的足球。 卫国把足球掉了。 卫国在那里捡起了足球.
</context>

QUESTION: 谁把足球给了国威？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
卫国在那里拿到了足球。 卫国抢走了那里的足球。 卫国抢走了那里的足球。 卫国把足球掉了。 卫国在那里捡起了足球。 卫国把足球扔掉了。 丽华把足球送给了国伟。 卫国把足球传给了丽华。 卫国放下了足球。 国威游园.
</context>

QUESTION: 谁把足球给了国威？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
444_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
梨花抓起那里的苹果。志浩回到卧室。卫国去了办公室。丽华搬到办公室。梨花把苹果给了卫国。梨花朝走廊走去。国伟搬到了厨房。志浩向走廊走去。卫国去了花园。卫国前往厨房。伟国把苹果递给了国伟。国伟把苹果给了伟国。
</context>

QUESTION: 谁把苹果给了卫国？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",国威,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
伟国把苹果递给了国伟。 国伟把苹果给了伟国.
</context>

QUESTION: 谁把苹果给了卫国？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
伟国把苹果递给了国伟。 国伟把苹果给了伟国。 梨花把苹果给了卫国。 梨花抓起那里的苹果。 卫国去了花园.
</context>

QUESTION: 谁把苹果给了卫国？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
伟国把苹果递给了国伟。 国伟把苹果给了伟国。 梨花把苹果给了卫国。 梨花抓起那里的苹果。 卫国去了花园。 梨花朝走廊走去。 卫国去了办公室。 卫国前往厨房。 志浩向走廊走去。 志浩回到卧室.
</context>

QUESTION: 谁把苹果给了卫国？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
400_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
国伟在那里捡起了足球。国伟把足球送给了志豪。卫国回到卫生间。志浩抓起那里的牛奶。志浩把足球给了国伟。国伟把足球递给了志浩。志浩把足球递给了国伟。国伟把足球送给了志豪。
</context>

QUESTION: 国威把足球给了谁？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",志豪,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
国伟把足球送给了志豪。 国伟把足球送给了志豪.
</context>

QUESTION: 国威把足球给了谁？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
国伟把足球送给了志豪。 国伟把足球送给了志豪。 国伟在那里捡起了足球。 志浩把足球给了国伟。 志浩把足球递给了国伟.
</context>

QUESTION: 国威把足球给了谁？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
国伟把足球送给了志豪。 国伟把足球送给了志豪。 国伟在那里捡起了足球。 志浩把足球给了国伟。 志浩把足球递给了国伟。 国伟把足球递给了志浩。 志浩抓起那里的牛奶。 卫国回到卫生间.
</context>

QUESTION: 国威把足球给了谁？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
403_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
国伟在那里捡起了足球。志浩走到走廊上。卫国回到厨房。卫国走到走廊上。国威游园。国伟抓起那里的牛奶。卫国前往办公室。国伟把牛奶放在那里。国伟放下了足球。卫国走向走廊。国伟向厨房走去。志浩来到了花园。志浩接了那里的牛奶。丽华回到办公室。丽华搬到了厨房。志浩抓起那里的足球。卫国游至花园。国伟去了办公室。国伟去了厨房。志浩把牛奶掉了。志浩接了那里的牛奶。志浩去了卧室。志浩离开了足球。志浩把牛奶掉了。志浩抓起那里的牛奶。志浩向厨房走去。志浩把牛奶递给了丽花。丽花把牛奶递给国伟。国伟把牛奶倒掉了。志浩在那里买了牛奶。
</context>

QUESTION: 梨花给了国威什么？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",牛奶,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
卫国游至花园。 国威游园.
</context>

QUESTION: 梨花给了国威什么？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
卫国游至花园。 国威游园。 志浩把牛奶递给了丽花。 志浩来到了花园。 丽花把牛奶递给国伟.
</context>

QUESTION: 梨花给了国威什么？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
卫国游至花园。 国威游园。 志浩把牛奶递给了丽花。 志浩来到了花园。 丽花把牛奶递给国伟。 国伟抓起那里的牛奶。 志浩抓起那里的牛奶。 志浩接了那里的牛奶。 志浩接了那里的牛奶。 国伟把牛奶放在那里.
</context>

QUESTION: 梨花给了国威什么？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
431_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
梨花朝走廊走去。梨花走向卫生间。志浩一行人来到了办公室。卫国走向卫生间。梨花朝走廊走去。梨花回到花园。卫国游至花园。卫国走向走廊。卫国回到厨房。志浩在那里买了牛奶。梨花朝卧室走去。志浩走到走廊上。卫国走到了走廊上。志浩向卧室走去。卫国向卫生间走去。志浩把牛奶掉了。丽华在那里买了牛奶。梨花把牛奶递给了志浩。志浩把牛奶掉了。志浩把牛奶带到了那里。
</context>

QUESTION: 牛奶是谁给的？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",丽华,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
志浩把牛奶带到了那里。 丽华在那里买了牛奶.
</context>

QUESTION: 牛奶是谁给的？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
志浩把牛奶带到了那里。 丽华在那里买了牛奶。 志浩在那里买了牛奶。 梨花把牛奶递给了志浩。 志浩把牛奶掉了.
</context>

QUESTION: 牛奶是谁给的？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
志浩把牛奶带到了那里。 丽华在那里买了牛奶。 志浩在那里买了牛奶。 梨花把牛奶递给了志浩。 志浩把牛奶掉了。 志浩把牛奶掉了。 卫国回到厨房。 卫国向卫生间走去。 卫国走向卫生间。 卫国走到了走廊上.
</context>

QUESTION: 牛奶是谁给的？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
462_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
国伟走到卧室。国伟搬到了办公室。国伟向卫生间走去。丽华抓住了那里的足球。志浩回到了花园。丽华把足球掉了。丽华把足球带到了那里。梨花把苹果带到了那里。梨花留下了苹果。国伟去了办公室。梨花走到走廊。丽华把足球扔在那里。卫国去了厨房。丽华去了办公室。卫国把苹果带到了那里。志浩在那里买了牛奶。卫国又回到花园。卫国走向卫生间。卫国回到办公室。国伟去了卫生间。卫国把苹果给了梨花。志浩一行人来到了办公室。梨花回到走廊。志浩把牛奶递给卫国。
</context>

QUESTION: 谁收到了牛奶？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",卫国,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
志浩在那里买了牛奶。 志浩把牛奶递给卫国.
</context>

QUESTION: 谁收到了牛奶？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
志浩在那里买了牛奶。 志浩把牛奶递给卫国。 卫国去了厨房。 卫国把苹果带到了那里。 国伟去了卫生间.
</context>

QUESTION: 谁收到了牛奶？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
志浩在那里买了牛奶。 志浩把牛奶递给卫国。 卫国去了厨房。 卫国把苹果带到了那里。 国伟去了卫生间。 卫国走向卫生间。 国伟向卫生间走去。 梨花把苹果带到了那里。 丽华把足球带到了那里。 丽华把足球掉了.
</context>

QUESTION: 谁收到了牛奶？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
437_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
丽华搬到了卫生间。志浩向厨房走去。志浩接了那里的牛奶。志浩捡起了那里的足球。志浩把足球放在那里。志浩一行人来到了办公室。志浩拿起那里的苹果。丽华搬到办公室。卫国走到走廊上。志浩把苹果给了梨花。卫国去了办公室。梨花把苹果给了卫国。
</context>

QUESTION: 梨花把苹果给了谁？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",卫国,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
梨花把苹果给了卫国。 志浩把苹果给了梨花.
</context>

QUESTION: 梨花把苹果给了谁？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
梨花把苹果给了卫国。 志浩把苹果给了梨花。 志浩拿起那里的苹果。 志浩接了那里的牛奶。 志浩捡起了那里的足球.
</context>

QUESTION: 梨花把苹果给了谁？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
梨花把苹果给了卫国。 志浩把苹果给了梨花。 志浩拿起那里的苹果。 志浩接了那里的牛奶。 志浩捡起了那里的足球。 志浩把足球放在那里。 卫国走到走廊上。 志浩向厨房走去。 志浩一行人来到了办公室。 卫国去了办公室.
</context>

QUESTION: 梨花把苹果给了谁？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
426_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
志浩回到了花园。梨花朝花园走去。志浩带着足球去了那里。卫国行至花园。丽花把牛奶带到了那里。志浩把足球递给了丽华。丽华把足球递给了卫国。卫国放下了足球。国伟回到卫生间。梨花在那里得到了苹果。
</context>

QUESTION: 足球是谁给的？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",丽华,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
卫国放下了足球。 丽华把足球递给了卫国.
</context>

QUESTION: 足球是谁给的？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
卫国放下了足球。 丽华把足球递给了卫国。 志浩带着足球去了那里。 志浩把足球递给了丽华。 丽花把牛奶带到了那里.
</context>

QUESTION: 足球是谁给的？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
卫国放下了足球。 丽华把足球递给了卫国。 志浩带着足球去了那里。 志浩把足球递给了丽华。 丽花把牛奶带到了那里。 国伟回到卫生间。 卫国行至花园。 梨花在那里得到了苹果。 梨花朝花园走去。 志浩回到了花园.
</context>

QUESTION: 足球是谁给的？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
432_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
国伟去了卧室。国伟把足球带到了那里。国伟放下了足球。志浩抓起那里的牛奶。卫国行至花园。国威游园。志浩大步走向卫生间。卫国去了办公室。卫国又回到花园。志浩把牛奶倒掉了。梨花回到卧室。丽华在那里捡起了足球。国伟走到厨房。卫国去了卫生间。国伟去了办公室。卫国行至花园。丽华前往办公室。丽华把足球递给了国伟。梨花走到厨房。国伟放下了足球。国伟向卧室走去。卫国向厨房走去。国威走到走廊上。志浩一行人来到了办公室。志浩抓起那里的足球。国伟搬到了办公室。卫国回到卧室。志浩把足球扔掉了。梨花朝走廊走去。国伟回到厨房。志浩在那里拿到了足球。卫国走向卫生间。卫国前往厨房。丽华去了卫生间。志浩扔掉了足球。卫国前往卫生间。梨花把苹果带到了那里。梨花朝卧室走去。卫国抢了那里的牛奶。卫国把牛奶倒掉了。卫国去了厨房。丽华去了卫生间。丽花把牛奶带到了那里。卫国游至花园。国伟回到卫生间。志浩捡起了那里的足球。梨花把苹果给了国伟。国伟把苹果递给了丽花。丽花把牛奶倒掉了。卫国搬到了办公室。
</context>

QUESTION: 谁把苹果给了丽花？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",国威,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
梨花把苹果给了国伟。 国伟把苹果递给了丽花.
</context>

QUESTION: 谁把苹果给了丽花？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
梨花把苹果给了国伟。 国伟把苹果递给了丽花。 梨花把苹果带到了那里。 丽华把足球递给了国伟。 卫国行至花园.
</context>

QUESTION: 谁把苹果给了丽花？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
梨花把苹果给了国伟。 国伟把苹果递给了丽花。 梨花把苹果带到了那里。 丽华把足球递给了国伟。 卫国行至花园。 卫国行至花园。 梨花朝卧室走去。 卫国又回到花园。 丽花把牛奶带到了那里。 梨花走到厨房.
</context>

QUESTION: 谁把苹果给了丽花？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
438_zh,zh,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
卫国搬到了卧室。丽华把足球带到了那里。丽华把足球掉了。卫国去了卫生间。卫国搬到了卧室。丽华在那里拿到了足球。丽华把足球递给了国伟。国威把足球扔掉了。国伟搬到了卧室。丽华前往办公室。志浩回到办公室。国伟前往办公室。卫国又回到花园。国伟捡起了那里的苹果。国伟去了卫生间。国伟在那里捡起了足球。国伟走到厨房。国伟抓起那里的牛奶。国伟把苹果掉了下来。国伟把苹果带到了那里。国威走到走廊上。国威回到花园。卫国前往办公室。志浩来到了花园。卫国去了卧室。丽华去了厨房。国伟离开了苹果。志浩去了厨房。国伟回到厨房。国伟把足球递给了丽华。
</context>

QUESTION: 谁把足球给了丽华？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",国威,"Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
丽华把足球递给了国伟。 国伟把足球递给了丽华.
</context>

QUESTION: 谁把足球给了丽华？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
丽华把足球递给了国伟。 国伟把足球递给了丽华。 丽华在那里拿到了足球。 丽华把足球带到了那里。 丽华把足球掉了.
</context>

QUESTION: 谁把足球给了丽华？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different relationships mixed with unrelated information. Answer the question based on relationships involving three entities.

<context>
丽华把足球递给了国伟。 国伟把足球递给了丽华。 丽华在那里拿到了足球。 丽华把足球带到了那里。 丽华把足球掉了。 国伟在那里捡起了足球。 国威把足球扔掉了。 丽华去了厨房。 丽华前往办公室。 国伟把苹果带到了那里.
</context>

QUESTION: 谁把足球给了丽华？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
578_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
简搬到了厨房。丽华去了办公室。美英搬到了办公室。明浩搬到了花园里。
</context>

QUESTION: 美英在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",是的,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
丽华去了办公室。 美英搬到了办公室.
</context>

QUESTION: 美英在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
丽华去了办公室。 美英搬到了办公室。 简搬到了厨房。 明浩搬到了花园里.
</context>

QUESTION: 美英在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
丽华去了办公室。 美英搬到了办公室。 简搬到了厨房。 明浩搬到了花园里.
</context>

QUESTION: 美英在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
568_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
简前往厨房。梨花抓起那里的牛奶。美英回到走廊。明浩又回到了卫生间。丽花把牛奶倒掉了。明浩去了厨房。美英回到厨房。美英向卫生间走去。简又回到了花园。美英朝走廊走去。
</context>

QUESTION: 美英在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",不,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
美英向卫生间走去。 美英回到厨房.
</context>

QUESTION: 美英在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
美英向卫生间走去。 美英回到厨房。 简前往厨房。 美英回到走廊。 美英朝走廊走去.
</context>

QUESTION: 美英在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
美英向卫生间走去。 美英回到厨房。 简前往厨房。 美英回到走廊。 美英朝走廊走去。 明浩又回到了卫生间。 明浩去了厨房。 简又回到了花园。 丽花把牛奶倒掉了。 梨花抓起那里的牛奶.
</context>

QUESTION: 美英在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
551_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
丽华向厨房走去。明浩走到走廊上。
</context>

QUESTION: 明浩在卧室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",不,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
明浩走到走廊上。 丽华向厨房走去.
</context>

QUESTION: 明浩在卧室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
明浩走到走廊上。 丽华向厨房走去.
</context>

QUESTION: 明浩在卧室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
明浩走到走廊上。 丽华向厨房走去.
</context>

QUESTION: 明浩在卧室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
572_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
美英在那里拿到了苹果。简走向卫生间。明浩又回到了走廊。美英搬到了厨房。美英去了卫生间。简走到走廊上。美英去了花园。梨花朝走廊走去。简回到卧室。简回到厨房。
</context>

QUESTION: 丽华在走廊吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",是的,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
简走到走廊上。 简走向卫生间.
</context>

QUESTION: 丽华在走廊吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
简走到走廊上。 简走向卫生间。 梨花朝走廊走去。 美英去了卫生间。 美英去了花园.
</context>

QUESTION: 丽华在走廊吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
简走到走廊上。 简走向卫生间。 梨花朝走廊走去。 美英去了卫生间。 美英去了花园。 简回到卧室。 明浩又回到了走廊。 简回到厨房。 美英搬到了厨房。 美英在那里拿到了苹果.
</context>

QUESTION: 丽华在走廊吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
583_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
美英拿起那里的苹果。明浩回到办公室。美英留下了苹果。简走到走廊上。美英向花园走去。美英前往办公室。
</context>

QUESTION: 明浩在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",是的,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
明浩回到办公室。 美英前往办公室.
</context>

QUESTION: 明浩在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
明浩回到办公室。 美英前往办公室。 简走到走廊上。 美英向花园走去。 美英拿起那里的苹果.
</context>

QUESTION: 明浩在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
明浩回到办公室。 美英前往办公室。 简走到走廊上。 美英向花园走去。 美英拿起那里的苹果。 美英留下了苹果.
</context>

QUESTION: 明浩在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
539_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
梨花抓起那里的牛奶。坚迁至花园。美英把苹果拿过去。美英去了走廊。
</context>

QUESTION: 健在卧室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",不,"Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
美英去了走廊。 坚迁至花园.
</context>

QUESTION: 健在卧室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
美英去了走廊。 坚迁至花园。 梨花抓起那里的牛奶。 美英把苹果拿过去.
</context>

QUESTION: 健在卧室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the yes-no question with either ""Yes"" or ""No,"" based only on the provided facts.

<context>
美英去了走廊。 坚迁至花园。 梨花抓起那里的牛奶。 美英把苹果拿过去.
</context>

QUESTION: 健在卧室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
